User ID,Age,Gender,Height (cm),Weight (kg),Workout Duration (mins),Calories Burned,Heart Rate (bpm),Steps Taken,Distance (km),Workout Intensity,Sleep Hours,Water Intake (liters),Daily Calories Intake,Resting Heart Rate (bpm),Mood After Workout,Mood Before Workout_Happy,Mood Before Workout_Neutral,Mood Before Workout_Stressed,Mood Before Workout_Tired,Workout Type_Cardio,Workout Type_Cycling,Workout Type_HIIT,Workout Type_Running,Workout Type_Strength,Workout Type_Yoga
2598,28,0,193,87,81,509,83,11453,9.94,1,6.3,1.9,3149,78,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2599,45,2,161,103,54,849,138,18605,6.13,2,9.9,1.9,2762,51,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2600,32,0,171,95,109,628,137,17508,0.95,0,8.4,1.9,2766,69,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2601,21,0,163,76,98,214,165,12376,6.29,1,6.7,1.9,1691,77,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2602,23,2,172,91,105,669,116,17520,13.42,1,7.7,1.9,2693,64,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2603,25,2,182,118,63,256,90,8086,6.12,2,8.0,1.9,3064,86,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2604,30,2,197,83,55,127,127,10627,7.96,0,7.6,1.9,2924,86,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2605,27,1,164,61,82,622,113,17350,1.26,0,4.8,1.9,2530,81,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2606,54,1,176,104,94,194,172,3538,13.13,2,4.0,1.9,3991,67,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2607,18,2,187,113,40,441,111,5829,6.47,1,4.1,1.9,1884,61,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2608,18,2,175,69,72,654,108,4295,12.39,2,8.7,1.9,2750,56,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2609,38,1,186,55,67,812,85,6876,8.43,0,4.3,1.9,1993,64,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2610,42,1,151,71,52,981,161,18588,13.29,2,9.9,1.9,2041,82,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2611,36,2,181,110,15,969,169,4276,3.63,0,7.5,1.9,3614,51,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2612,51,0,157,72,10,738,124,8211,14.2,1,5.1,1.9,2139,80,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2613,26,0,173,70,20,605,170,10137,11.64,1,8.0,1.9,1736,51,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2614,35,1,188,58,82,569,87,2015,10.62,0,5.1,1.9,2071,87,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2615,48,2,187,94,108,345,101,2866,13.85,1,8.3,1.9,2957,70,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2616,53,0,166,64,118,594,167,13125,11.83,2,7.5,1.9,3140,87,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2617,51,1,175,52,69,404,107,8497,10.98,1,8.5,1.9,2211,67,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2618,43,2,159,65,67,105,90,7112,8.36,2,7.4,1.9,2888,58,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2619,38,0,185,59,58,816,103,14566,11.7,1,9.7,1.9,3738,58,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2620,46,2,157,85,61,254,152,8047,4.02,2,4.9,1.9,1539,51,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2621,32,0,154,118,67,797,162,14876,10.59,1,8.9,1.9,1807,84,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2622,24,2,195,75,36,460,106,5552,6.57,2,6.7,1.9,2169,85,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2623,37,1,188,61,111,158,160,18429,13.1,0,7.8,1.9,2965,81,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2624,39,2,159,56,57,420,166,18721,13.42,1,6.4,1.9,3095,65,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2625,33,2,168,59,44,740,84,14912,11.28,0,4.3,1.9,3152,61,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2626,18,1,195,54,60,755,86,12145,8.79,2,4.9,1.9,3600,55,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2627,20,2,164,71,26,369,86,9332,3.82,0,6.5,1.9,1977,81,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2628,35,0,195,95,64,906,112,2581,11.31,2,6.5,1.9,2596,81,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2629,42,2,172,115,20,246,139,2285,4.72,2,5.8,1.9,3882,70,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2630,21,0,190,75,107,136,151,16824,10.68,1,6.5,1.9,3272,64,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2631,42,2,179,59,80,931,118,6955,12.67,1,6.2,1.9,1614,82,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2632,47,1,184,76,43,254,97,16003,5.87,0,6.8,1.9,3885,82,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2633,42,0,163,92,14,325,110,14257,3.04,2,7.9,1.9,2134,72,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2634,43,2,161,51,81,200,82,10073,10.04,2,7.1,1.9,2247,81,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2635,45,2,178,104,92,698,87,13548,8.12,2,5.1,1.9,2210,75,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2636,23,2,183,81,48,214,159,6294,1.55,2,6.4,1.9,3274,78,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2637,20,0,175,114,78,544,127,3661,2.42,0,9.1,1.9,2017,62,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2638,55,0,177,61,100,145,136,16765,3.85,2,8.4,1.9,2252,72,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2639,52,1,164,59,36,538,119,1368,14.86,0,7.9,1.9,3494,65,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2640,19,0,176,52,15,216,109,10914,12.0,2,5.0,1.9,3716,82,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2641,43,2,168,89,112,665,100,11777,10.43,2,8.1,1.9,3296,88,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2642,46,2,183,76,40,837,135,11025,9.88,2,8.2,1.9,2564,68,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2643,41,1,179,50,64,873,135,6519,3.48,0,7.4,1.9,1830,89,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2644,35,2,185,109,21,228,100,13410,9.97,2,8.7,1.9,2297,54,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2645,46,1,198,86,88,230,164,16649,5.25,0,7.6,1.9,2947,74,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2646,19,0,174,63,37,549,170,2853,3.99,2,7.4,1.9,1685,55,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2647,25,2,162,66,119,412,129,3723,8.54,0,6.6,1.9,1706,75,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2648,32,2,194,66,29,678,95,14537,3.93,1,5.7,1.9,3269,81,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2649,47,1,186,99,35,603,140,10865,14.25,2,6.3,1.9,2295,77,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2650,18,0,183,67,59,264,133,12269,6.96,0,4.3,1.9,2235,66,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2651,38,0,161,77,50,848,126,11694,8.01,0,7.1,1.9,2206,76,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2652,18,1,165,118,11,841,122,17724,1.98,1,8.6,1.9,2147,59,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2653,22,2,164,57,10,642,177,10002,11.32,0,5.9,1.9,3324,86,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2654,26,1,176,70,12,168,135,15672,9.01,1,8.7,1.9,2970,84,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2655,53,1,179,85,37,559,142,8066,6.28,0,4.7,1.9,2550,84,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2656,30,0,150,69,68,983,121,15384,6.05,0,9.1,1.9,2971,60,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2657,19,1,188,61,64,147,111,18126,5.48,1,8.4,1.9,3812,89,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2658,34,0,178,98,85,923,132,1500,11.13,1,4.9,1.9,2857,89,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2659,44,1,151,59,119,964,124,1904,10.55,2,8.5,1.9,2742,71,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2660,49,2,183,115,98,800,149,7819,3.52,1,9.5,1.9,2091,89,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2661,32,2,187,54,37,251,150,13697,6.5,2,9.0,1.9,2096,80,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2662,58,1,175,69,33,702,113,15946,10.12,2,5.9,1.9,1695,57,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2663,24,0,169,74,79,386,111,13486,9.17,2,7.1,1.9,3276,64,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2664,47,0,173,91,62,861,94,3763,9.71,1,6.8,1.9,3533,81,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2665,45,2,153,85,105,262,113,1734,3.71,2,6.4,1.9,3599,51,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2666,56,2,175,101,20,868,119,5746,14.46,2,8.0,1.9,2478,57,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2667,27,0,193,92,15,616,109,5419,9.03,0,6.7,1.9,2349,75,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2668,46,2,198,86,53,378,125,4424,4.06,1,5.2,1.9,3159,59,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2669,39,2,157,100,29,387,95,1051,12.76,0,8.0,1.9,2535,50,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2670,55,0,190,67,17,660,152,14181,4.07,2,4.1,1.9,1632,74,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2671,34,1,155,57,60,445,129,13590,3.65,1,6.1,1.9,3435,55,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2672,40,0,192,71,85,605,110,11843,14.5,1,5.2,1.9,3022,71,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2673,42,2,181,57,102,796,140,1286,9.17,2,6.3,1.9,1595,87,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2674,46,2,170,95,98,211,115,14123,12.57,1,5.5,1.9,2728,67,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2675,31,0,182,110,89,978,123,3733,3.06,2,8.2,1.9,3693,73,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2676,51,2,161,88,62,278,161,13822,13.52,1,8.7,1.9,2960,63,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2677,53,2,169,88,69,977,143,14207,14.37,0,7.4,1.9,1876,81,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2678,59,0,173,71,27,271,107,16100,3.47,1,5.9,1.9,1838,80,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2679,37,0,154,117,96,744,85,9611,0.67,0,7.9,1.9,3884,50,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2680,47,1,175,75,67,819,116,14542,15.0,2,8.1,1.9,2307,59,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2681,48,2,199,52,51,187,136,13675,12.69,2,5.7,1.9,2675,72,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2682,59,1,187,64,49,804,134,9927,8.95,1,7.8,1.9,3960,75,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2683,50,0,178,82,113,155,152,5697,2.16,0,5.0,1.9,2499,52,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2684,51,1,162,107,106,401,155,10616,1.83,2,5.1,1.9,1715,81,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2685,59,2,159,104,55,897,150,19435,14.8,0,7.7,1.9,3950,65,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2686,20,2,185,89,63,758,103,6726,11.68,2,6.4,1.9,3141,84,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2687,42,0,195,68,72,183,130,8286,6.28,1,9.0,1.9,2908,72,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2688,28,0,178,74,42,316,169,13559,9.84,0,5.2,1.9,2476,63,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2689,19,2,198,109,53,323,162,1712,9.79,2,7.8,1.9,2689,67,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2690,52,0,166,105,93,111,111,12150,8.35,1,9.1,1.9,3887,86,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2691,37,2,194,58,41,632,124,15256,7.32,2,8.0,1.9,1658,75,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2692,21,2,151,84,114,502,143,12288,8.3,1,8.0,1.9,1665,68,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2693,46,2,160,60,96,204,153,9474,8.58,0,7.7,1.9,1518,66,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2694,55,0,168,59,88,494,88,5806,10.96,0,6.8,1.9,3104,72,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2695,25,0,193,100,104,489,173,16334,7.82,0,5.7,1.9,1568,83,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2696,39,1,165,81,117,963,173,6557,5.8,0,6.0,1.9,2086,64,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2697,27,2,154,60,50,549,114,15495,0.57,0,7.2,1.9,3227,82,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2698,46,2,177,70,82,909,92,8297,6.92,1,9.2,1.9,3958,79,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2699,43,2,191,82,94,846,137,9832,5.63,1,8.6,1.9,3764,61,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2700,41,2,179,74,54,963,112,8993,10.33,2,4.4,1.9,3284,88,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2701,37,0,161,77,65,851,148,9813,7.59,0,8.7,1.9,2554,57,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2702,45,2,153,75,56,185,172,4991,6.0,2,6.5,1.9,2901,77,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2703,24,2,169,113,33,746,163,19963,4.29,2,7.4,1.9,2144,62,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2704,21,0,150,56,17,454,129,7050,13.42,2,5.3,1.9,3961,83,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2705,59,2,177,80,13,608,176,11414,13.18,1,9.6,1.9,3354,52,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2706,25,0,168,53,57,660,103,10512,0.86,1,7.3,1.9,3469,70,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2707,38,2,193,76,11,584,167,14840,4.18,1,5.1,1.9,3952,74,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2708,31,2,151,118,43,776,108,6933,4.9,1,5.3,1.9,1974,87,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2709,31,0,180,86,51,298,128,7228,2.63,1,9.3,1.9,3426,87,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2710,53,0,185,88,92,660,152,19814,3.04,0,9.0,1.9,3217,76,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2711,55,0,169,59,51,996,131,15696,3.75,2,7.3,1.9,2397,76,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2712,33,2,174,88,87,533,177,7619,7.07,1,4.9,1.9,3325,82,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2713,57,0,192,56,119,948,112,15055,13.96,2,8.6,1.9,3347,56,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2714,37,0,163,69,69,629,95,17150,8.34,0,6.9,1.9,1603,57,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2715,35,1,154,86,11,828,167,15568,7.74,0,6.0,1.9,2458,72,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2716,39,2,172,81,17,927,85,7264,9.11,1,6.6,1.9,3767,53,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2717,57,1,164,76,62,184,166,14516,11.12,2,5.9,1.9,3918,56,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2718,32,1,165,87,93,181,89,14817,5.37,0,8.8,1.9,3559,62,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2719,57,2,193,86,26,182,95,2635,11.52,1,10.0,1.9,3474,73,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2720,57,0,174,113,73,105,94,14387,11.45,0,10.0,1.9,1669,58,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2721,48,0,199,58,70,120,179,4598,11.06,0,8.3,1.9,1812,68,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2722,38,1,198,54,54,246,94,10706,10.89,1,8.8,1.9,3277,67,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2723,24,0,171,91,35,207,174,13990,14.45,1,8.6,1.9,3292,82,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2724,44,1,199,74,54,761,95,8621,6.59,1,8.4,1.9,1802,65,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2725,27,0,151,82,68,729,118,4230,14.44,0,6.9,1.9,1662,80,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2726,39,0,161,116,92,111,145,16016,1.83,1,9.6,1.9,3449,75,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2727,53,1,181,107,82,498,135,7225,11.77,0,6.5,1.9,1622,59,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2728,18,1,188,111,61,930,94,17746,12.02,0,4.9,1.9,3048,70,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2729,51,0,199,93,69,523,136,5330,9.63,1,4.8,1.9,2595,79,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2730,52,2,162,119,29,762,115,11666,14.46,1,5.5,1.9,2379,69,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2731,43,2,183,103,56,810,154,5046,4.11,0,6.8,1.9,3475,70,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2732,34,2,194,95,36,585,134,6695,11.48,1,9.7,1.9,1912,65,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2733,24,1,167,108,15,890,157,19757,4.75,1,4.4,1.9,2045,56,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2734,33,1,184,101,62,917,152,9875,2.1,2,5.5,1.9,3901,74,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2735,23,1,171,96,22,457,125,16659,8.56,0,7.6,1.9,2722,71,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2736,38,1,191,111,89,444,107,9250,10.68,1,4.9,1.9,2859,61,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2737,59,1,169,51,103,382,105,18422,2.18,2,9.4,1.9,2405,74,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2738,38,0,194,99,109,303,177,2424,6.32,1,9.2,1.9,3898,70,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2739,25,2,181,101,49,191,119,16460,13.15,0,6.9,1.9,2198,68,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2740,29,2,154,57,45,198,103,7035,7.06,2,7.7,1.9,1611,66,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2741,30,0,164,116,13,492,154,15573,1.05,2,9.7,1.9,1983,54,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2742,48,0,157,78,82,211,127,12351,9.25,2,8.5,1.9,2296,53,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2743,18,1,163,114,80,501,82,4167,12.69,0,5.3,1.9,2436,66,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2744,43,1,151,66,97,805,131,11287,6.26,0,6.0,1.9,3176,88,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2745,53,2,160,60,85,122,132,9610,1.06,1,6.0,1.9,2438,83,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2746,54,0,180,99,93,517,121,11970,3.79,0,6.9,1.9,2519,73,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2747,33,2,153,81,57,308,115,4681,12.55,1,8.3,1.9,3896,85,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2748,22,1,164,71,117,836,150,16537,11.6,2,5.3,1.9,1942,87,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2749,33,2,161,64,88,122,171,6332,9.14,0,9.3,1.9,1830,79,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2750,57,2,157,104,59,511,174,4200,8.61,0,4.7,1.9,3575,83,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2751,54,2,191,99,54,734,89,19215,5.65,0,4.3,1.9,2610,59,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2752,18,0,192,58,74,627,122,13722,7.46,0,6.2,1.9,2313,61,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2753,50,0,176,113,14,632,84,1706,5.59,2,8.1,1.9,2151,83,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2754,32,2,160,60,80,987,120,9525,8.03,2,9.6,1.9,2670,50,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2755,21,1,160,101,64,864,118,14127,3.94,2,5.3,1.9,2382,84,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2756,34,2,189,117,18,928,173,18733,5.88,2,4.1,1.9,2830,59,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2757,35,0,183,76,100,378,138,9010,2.67,2,6.2,1.9,1672,87,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2758,35,2,173,106,26,558,100,6893,6.45,2,5.6,1.9,2412,88,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2759,37,2,190,56,101,237,143,6032,6.51,0,8.4,1.9,3174,70,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2760,56,0,163,112,45,445,154,13033,2.9,0,9.6,1.9,3080,65,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2761,20,2,169,101,51,819,147,19596,13.55,0,7.0,1.9,2765,54,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2762,26,1,155,104,83,577,108,6718,14.07,0,7.4,1.9,1953,60,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
2763,40,0,153,116,74,733,128,7739,14.82,0,6.9,1.9,3603,67,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2764,21,2,195,53,13,289,82,12338,9.95,0,8.6,1.9,3653,63,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2765,52,0,179,87,112,740,95,3790,6.29,0,4.3,1.9,3230,71,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
2766,44,1,191,83,55,514,170,17377,8.02,2,5.1,1.9,2722,51,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
